INST CYCLE PERC BEST FIT SOL
PARM 0 30 45.23809523809524 45.23809523809524 [00000000000000011101111100110000000000000001110100000000000001001011000000000001001100000000000000]
PARM 1 30 45.01133786848072 45.01133786848072 [00100000000000000101011100110000000000000000110000000000000001000010000000000001001100000000000000]
PARM 2 30 45.23809523809524 45.23809523809524 [00000000001000001101011101110000000000000000111100000000000001100010000000000001001100000000000000]
PARM 3 30 45.23809523809524 45.23809523809524 [00000100000000000111111000110000000000000001110100000000000001110010000000000001001100000000000000]
PARM 4 30 44.44444444444444 44.44444444444444 [00000000000000000111101000100000000000000000110100000000000101000010000000001111000100000000000000]
PARM 5 30 45.23809523809524 45.23809523809524 [10000000001000001111111101110000000000000000110100000000000101001011000000000001000100000000000000]
PARM 6 30 44.33106575963719 44.33106575963719 [00000000000000011101011001110000000000000001110100000000000001100010000000000000110100000000000000]
PARM 7 30 45.23809523809524 45.23809523809524 [00000100000000011101011100110000000000000001111100000000000101000011000000000001000100000000000000]
PARM 8 30 45.01133786848072 45.01133786848072 [00110000000000010111011101110000000000000000111000000000000101000011000000000011001100000000000000]
PARM 9 30 45.23809523809524 45.23809523809524 [00000000000000001101011100110000000000000001110100000000000001001010000000000011000100000000000000]
PARM 10 30 45.23809523809524 45.23809523809524 [00000000001000010101011000110000000000000001110100000000000001110010000000000001001100000000000000]
PARM 11 30 45.01133786848072 45.01133786848072 [00110000001000010110111101110000000000000000110100000000000001100010000000000001000100000000000000]
PARM 12 30 42.06349206349206 42.06349206349206 [00000000000000010101111100110000000000000000110100000000000000000000011110000011001100000000000000]
PARM 13 30 45.23809523809524 45.23809523809524 [00000100001000010111011000110000000000000001110100000000000101111010000000000011001100000000000000]
PARM 14 30 45.23809523809524 45.23809523809524 [00000100000000001101011101110000000000000000111100000000000001000011000000000011001100000000000000]
PARM 15 30 44.44444444444444 44.44444444444444 [00000100001000010101101001100000000000000000110100000000000101000010000000001111000100000000000000]
PARM 16 30 45.01133786848072 45.01133786848072 [00110100000000010100011000110000000000000000110100000000000101000011000000000001001100000000000000]
PARM 17 30 43.53741496598639 43.53741496598639 [10000001101000010111111100110000000000000000111100000000000000000000000000001111111100000000000000]
PARM 18 30 45.01133786848072 45.01133786848072 [10100000000000000101111000110000000000000000111000000000000101001010000000000011000100000000000000]
PARM 19 30 44.44444444444444 44.44444444444444 [00000000001000010111001100100000000000000000111100000000000001100011000000001111000100000000000000]
PARM 20 30 41.83673469387755 41.83673469387755 [00100000000000000110011001110000000000000000111001010000000000000000000000000001000111000000000000]
PARM 21 30 43.99092970521542 43.99092970521542 [00100000000000011101011000100000000000000001111100000000000000000000000000111111000100000000000000]
PARM 22 30 42.40362811791383 42.40362811791383 [00100100000000010101000000000000000000000001111000000000000001101010000000110101011100000000000000]
PARM 23 30 45.01133786848072 45.01133786848072 [00100000001000000101011101110000000000000001110000000000000001000011000000000001000100000000000000]
PARM 24 30 45.01133786848072 45.01133786848072 [00100000001000000111111000110000000000000000110000000000000001000010000000000001000100000000000000]
PARM 25 30 45.23809523809524 45.23809523809524 [00000100001000001101011000110000000000000000111100000000000001100011000000000011000100000000000000]
PARM 26 30 45.23809523809524 45.23809523809524 [00000000001000010101011001110000000000000000111100000000000001110010000000000001000100000000000000]
PARM 27 30 45.23809523809524 45.23809523809524 [10000000000000010101011000110000000000000001111100000000000001011010000000000001000100000000000000]
PARM 28 30 42.51700680272109 42.51700680272109 [10000000000000010110001100100000000000000000110000000000011001001010000000000001000100000000000000]
PARM 29 30 44.33106575963719 44.33106575963719 [10100101001000001111001001110000000000000001110100000000000001110010000000000000000100000000000000]
